title,year,genre,public_permission,duration_hr,duration_min,noted_imdb,movie_poster,play_trailer,movie_url
Life of Pi,2012,Adventure,PG,2,7,7.9,https://www.imdb.com/title/tt0454876/mediaviewer/rm763276032/?ref_=tt_ov_i,https://www.imdb.com/video/vi2646320921?playlistId=tt0454876&ref_=tt_ov_vi,https://www.imdb.com/title/tt0454876/
Groundhog Day,1993,Comedy,PG,1,41,8.1,https://www.imdb.com/title/tt0107048/mediaviewer/rm4118549504/?ref_=tt_ov_i,https://www.imdb.com/video/vi1957600025?playlistId=tt0107048&ref_=tt_ov_vi,https://www.imdb.com/title/tt0107048/
Who Framed Roger Rabbit,1988,Animation,PG,1,44,7.7,https://www.imdb.com/title/tt0096438/mediaviewer/rm3341687040/?ref_=tt_ov_i,https://www.imdb.com/video/vi4079920921?playlistId=tt0096438&ref_=tt_ov_vi,https://www.imdb.com/title/tt0096438/
Goldfinger,1964,Action,PG,1,50,7.7,https://www.imdb.com/title/tt0058150/mediaviewer/rm1865188608/?ref_=tt_ov_i,https://www.imdb.com/video/vi2383218457?playlistId=tt0058150&ref_=tt_ov_vi,https://www.imdb.com/title/tt0058150/
The Others,2001,Horror,PG-13,1,41,7.6,https://www.imdb.com/title/tt0230600/mediaviewer/rm3220496896/?ref_=tt_ov_i,https://www.imdb.com/video/vi3201343001?playlistId=tt0230600&ref_=tt_ov_vi,https://www.imdb.com/title/tt0230600/
Despicable Me,2010,Animation,PG,1,35,7.6,https://www.imdb.com/title/tt1323594/mediaviewer/rm818119168/?ref_=tt_ov_i,https://www.imdb.com/video/vi1581384729?playlistId=tt1323594&ref_=tt_ov_vi,https://www.imdb.com/title/tt1323594/
The Magnificent Seven,1960,Action,Approved,2,8,7.7,https://www.imdb.com/title/tt0054047/mediaviewer/rm3880172032/?ref_=tt_ov_i,https://www.imdb.com/video/vi2036504857?playlistId=tt0054047&ref_=tt_ov_vi,https://www.imdb.com/title/tt0054047/
Kill Bill: Vol. 2,2004,Action,R,2,17,8.0,https://www.imdb.com/title/tt0378194/mediaviewer/rm2947293952/?ref_=tt_ov_i,https://www.imdb.com/video/vi405667865?playlistId=tt0378194&ref_=tt_ov_vi,https://www.imdb.com/title/tt0378194/
Falling Down,1993,Crime,R,1,53,7.6,https://www.imdb.com/title/tt0106856/mediaviewer/rm3147906048/?ref_=tt_ov_i,https://www.imdb.com/video/vi389284633?playlistId=tt0106856&ref_=tt_ov_vi,https://www.imdb.com/title/tt0106856/
Portrait de la jeune fille en feu,2019,Drama,R,2,2,8.1,https://www.imdb.com/title/tt8613070/mediaviewer/rm4065171201/?ref_=tt_ov_i,https://www.imdb.com/video/vi94879513?playlistId=tt8613070&ref_=tt_ov_vi,https://www.imdb.com/title/tt8613070/
Gravity,2013,Action,PG-13,1,31,7.7,https://www.imdb.com/title/tt1454468/mediaviewer/rm741451264/?ref_=tt_ov_i,https://www.imdb.com/video/vi2340006169?playlistId=tt1454468&ref_=tt_ov_vi,https://www.imdb.com/title/tt1454468/
Straight Outta Compton,2015,Biography,R,2,27,7.8,https://www.imdb.com/title/tt1398426/mediaviewer/rm1296495872/?ref_=tt_ov_i,https://www.imdb.com/video/vi2333454617?playlistId=tt1398426&ref_=tt_ov_vi,https://www.imdb.com/title/tt1398426/
Primal Fear,1996,Crime,R,2,9,7.7,https://www.imdb.com/title/tt0117381/mediaviewer/rm221878017/?ref_=tt_ov_i,https://www.imdb.com/video/vi1064350745?playlistId=tt0117381&ref_=tt_ov_vi,https://www.imdb.com/title/tt0117381/
Sound of Metal,2019,Drama,R,2,,7.7,https://www.imdb.com/title/tt5363618/mediaviewer/rm226141953/?ref_=tt_ov_i,https://www.imdb.com/video/vi2477703449?playlistId=tt5363618&ref_=tt_ov_vi,https://www.imdb.com/title/tt5363618/
Back to the Future Part II,1989,Adventure,PG,1,48,7.8,https://www.imdb.com/title/tt0096874/mediaviewer/rm672079360/?ref_=tt_ov_i,https://www.imdb.com/video/vi1706557721?playlistId=tt0096874&ref_=tt_ov_vi,https://www.imdb.com/title/tt0096874/
As Good as It Gets,1997,Comedy,PG-13,2,19,7.7,https://www.imdb.com/title/tt0119822/mediaviewer/rm464656384/?ref_=tt_ov_i,https://www.imdb.com/video/vi2948006169?playlistId=tt0119822&ref_=tt_ov_vi,https://www.imdb.com/title/tt0119822/
Rear Window,1954,Mystery,PG,1,52,8.5,https://www.imdb.com/title/tt0047396/mediaviewer/rm2152008192/?ref_=tt_ov_i,https://www.imdb.com/video/vi2391784473?playlistId=tt0047396&ref_=tt_ov_vi,https://www.imdb.com/title/tt0047396/
Y tu mamá también,2001,Drama,,,,7.7,https://www.imdb.com/title/tt0245574/mediaviewer/rm2325155328/?ref_=tt_ov_i,https://www.imdb.com/video/vi557627929?playlistId=tt0245574&ref_=tt_ov_vi,https://www.imdb.com/title/tt0245574/
3:10 to Yuma,2007,Action,R,2,2,7.7,https://www.imdb.com/title/tt0381849/mediaviewer/rm434998528/?ref_=tt_ov_i,https://www.imdb.com/video/vi2880504089?playlistId=tt0381849&ref_=tt_ov_vi,https://www.imdb.com/title/tt0381849/
Rosemary's Baby,1968,Drama,Approved,2,17,8.0,https://www.imdb.com/title/tt0063522/mediaviewer/rm2259426817/?ref_=tt_ov_i,https://www.imdb.com/video/vi3480790041?playlistId=tt0063522&ref_=tt_ov_vi,https://www.imdb.com/title/tt0063522/
Bãhubali 2: The Conclusion,2017,Action,Not Rated,2,47,8.2,https://www.imdb.com/title/tt4849438/mediaviewer/rm3324607744/?ref_=tt_ov_i,https://www.imdb.com/video/vi1969010201?playlistId=tt4849438&ref_=tt_ov_vi,https://www.imdb.com/title/tt4849438/
The Lady Vanishes,1938,Mystery,Not Rated,1,36,7.8,https://www.imdb.com/title/tt0030341/mediaviewer/rm4026155264/?ref_=tt_ov_i,https://www.imdb.com/video/vi104375321?playlistId=tt0030341&ref_=tt_ov_vi,https://www.imdb.com/title/tt0030341/
The Theory of Everything,2014,Biography,PG-13,2,3,7.7,https://www.imdb.com/title/tt2980516/mediaviewer/rm102351104/?ref_=tt_ov_i,https://www.imdb.com/video/vi3801067289?playlistId=tt2980516&ref_=tt_ov_vi,https://www.imdb.com/title/tt2980516/
Million Dollar Baby,2004,Drama,PG-13,2,12,8.1,https://www.imdb.com/title/tt0405159/mediaviewer/rm3491335168/?ref_=tt_ov_i,https://www.imdb.com/video/vi4217158425?playlistId=tt0405159&ref_=tt_ov_vi,https://www.imdb.com/title/tt0405159/
Dawn of the Planet of the Apes,2014,Action,PG-13,2,10,7.6,https://www.imdb.com/title/tt2103281/mediaviewer/rm1894698240/?ref_=tt_ov_i,https://www.imdb.com/video/vi3448876057?playlistId=tt2103281&ref_=tt_ov_vi,https://www.imdb.com/title/tt2103281/
Lion,2016,Biography,PG-13,1,58,8.0,https://www.imdb.com/title/tt3741834/mediaviewer/rm2445410304/?ref_=tt_ov_i,https://www.imdb.com/video/vi3318921241?playlistId=tt3741834&ref_=tt_ov_vi,https://www.imdb.com/title/tt3741834/
Sense and Sensibility,1995,Drama,PG,2,16,7.7,https://www.imdb.com/title/tt0114388/mediaviewer/rm2706216448/?ref_=tt_ov_i,https://www.imdb.com/video/vi3393634073?playlistId=tt0114388&ref_=tt_ov_vi,https://www.imdb.com/title/tt0114388/
Ed Wood,1994,Biography,R,2,7,7.8,https://www.imdb.com/title/tt0109707/mediaviewer/rm1112216576/?ref_=tt_ov_i,https://www.imdb.com/video/vi2695102745?playlistId=tt0109707&ref_=tt_ov_vi,https://www.imdb.com/title/tt0109707/
Deliverance,1972,Adventure,R,1,49,7.7,https://www.imdb.com/title/tt0068473/mediaviewer/rm1286348289/?ref_=tt_ov_i,https://www.imdb.com/video/vi1705050393?playlistId=tt0068473&ref_=tt_ov_vi,https://www.imdb.com/title/tt0068473/
Moonrise Kingdom,2012,Comedy,PG-13,1,34,7.8,https://www.imdb.com/title/tt1748122/mediaviewer/rm284647936/?ref_=tt_ov_i,https://www.imdb.com/video/vi562733337?playlistId=tt1748122&ref_=tt_ov_vi,https://www.imdb.com/title/tt1748122/
Lord of War,2005,Crime,R,2,2,7.6,https://www.imdb.com/title/tt0399295/mediaviewer/rm2557482752/?ref_=tt_ov_i,https://www.imdb.com/video/vi3548774937?playlistId=tt0399295&ref_=tt_ov_vi,https://www.imdb.com/title/tt0399295/
The Graduate,1967,Comedy,PG,1,46,8.0,https://www.imdb.com/title/tt0061722/mediaviewer/rm4046423296/?ref_=tt_ov_i,https://www.imdb.com/video/vi2220688409?playlistId=tt0061722&ref_=tt_ov_vi,https://www.imdb.com/title/tt0061722/
Lost in Translation,2003,Comedy,R,1,42,7.7,https://www.imdb.com/title/tt0335266/mediaviewer/rm4226351616/?ref_=tt_ov_i,https://www.imdb.com/video/vi2994779673?playlistId=tt0335266&ref_=tt_ov_vi,https://www.imdb.com/title/tt0335266/
Gone Baby Gone,2007,Crime,R,1,54,7.6,https://www.imdb.com/title/tt0452623/mediaviewer/rm1555395584/?ref_=tt_ov_i,https://www.imdb.com/video/vi610796825?playlistId=tt0452623&ref_=tt_ov_vi,https://www.imdb.com/title/tt0452623/
Fantastic Mr. Fox,2009,Animation,PG,1,27,7.9,https://www.imdb.com/title/tt0432283/mediaviewer/rm329928960/?ref_=tt_ov_i,https://www.imdb.com/video/vi3713925657?playlistId=tt0432283&ref_=tt_ov_vi,https://www.imdb.com/title/tt0432283/
Serenity,2005,Action,PG-13,1,59,7.8,https://www.imdb.com/title/tt0379786/mediaviewer/rm2756644864/?ref_=tt_ov_i,https://www.imdb.com/video/vi3489464857?playlistId=tt0379786&ref_=tt_ov_vi,https://www.imdb.com/title/tt0379786/
Monty Python and the Holy Grail,1975,Adventure,PG,1,31,8.2,https://www.imdb.com/title/tt0071853/mediaviewer/rm1943276800/?ref_=tt_ov_i,https://www.imdb.com/video/vi3159408409?playlistId=tt0071853&ref_=tt_ov_vi,https://www.imdb.com/title/tt0071853/
Hunt for the Wilderpeople,2016,Adventure,PG-13,1,41,7.8,https://www.imdb.com/title/tt4698684/mediaviewer/rm1037242368/?ref_=tt_ov_i,https://www.imdb.com/video/vi3369252889?playlistId=tt4698684&ref_=tt_ov_vi,https://www.imdb.com/title/tt4698684/
Beauty and the Beast,1991,Animation,G,1,24,8.0,https://www.imdb.com/title/tt0101414/mediaviewer/rm3497069824/?ref_=tt_ov_i,https://www.imdb.com/video/vi1040490009?playlistId=tt0101414&ref_=tt_ov_vi,https://www.imdb.com/title/tt0101414/
Scent of a Woman,1992,Drama,R,2,36,8.0,https://www.imdb.com/title/tt0105323/mediaviewer/rm2073494016/?ref_=tt_ov_i,https://www.imdb.com/video/vi2379006233?playlistId=tt0105323&ref_=tt_ov_vi,https://www.imdb.com/title/tt0105323/
The Fly,1986,Drama,R,1,36,7.6,https://www.imdb.com/title/tt0091064/mediaviewer/rm1342393088/?ref_=tt_ov_i,https://www.imdb.com/video/vi3631351577?playlistId=tt0091064&ref_=tt_ov_vi,https://www.imdb.com/title/tt0091064/
Wonder,2017,Drama,PG,1,53,7.9,https://www.imdb.com/title/tt2543472/mediaviewer/rm2274449664/?ref_=tt_ov_i,https://www.imdb.com/video/vi1750776089?playlistId=tt2543472&ref_=tt_ov_vi,https://www.imdb.com/title/tt2543472/
The Bourne Identity,2002,Action,PG-13,1,59,7.9,https://www.imdb.com/title/tt0258463/mediaviewer/rm3995080704/?ref_=tt_ov_i,https://www.imdb.com/video/vi680919321?playlistId=tt0258463&ref_=tt_ov_vi,https://www.imdb.com/title/tt0258463/
Minority Report,2002,Action,PG-13,2,25,7.7,https://www.imdb.com/title/tt0181689/mediaviewer/rm3750787840/?ref_=tt_ov_i,https://www.imdb.com/video/vi3333161241?playlistId=tt0181689&ref_=tt_ov_vi,https://www.imdb.com/title/tt0181689/
Ben-Hur,1959,Adventure,G,3,32,8.1,https://www.imdb.com/title/tt0052618/mediaviewer/rm136709632/?ref_=tt_ov_i,https://www.imdb.com/video/vi1269283609?playlistId=tt0052618&ref_=tt_ov_vi,https://www.imdb.com/title/tt0052618/
The Sandlot,1993,Comedy,PG,1,41,7.8,https://www.imdb.com/title/tt0108037/mediaviewer/rm3084846336/?ref_=tt_ov_i,https://www.imdb.com/video/vi2247295257?playlistId=tt0108037&ref_=tt_ov_vi,https://www.imdb.com/title/tt0108037/
Mystic River,2003,Crime,R,2,18,7.9,https://www.imdb.com/title/tt0327056/mediaviewer/rm699308288/?ref_=tt_ov_i,https://www.imdb.com/video/vi1956118809?playlistId=tt0327056&ref_=tt_ov_vi,https://www.imdb.com/title/tt0327056/
The Game,1997,Drama,R,2,9,7.7,https://www.imdb.com/title/tt0119174/mediaviewer/rm4203875072/?ref_=tt_ov_i,https://www.imdb.com/video/vi3301942297?playlistId=tt0119174&ref_=tt_ov_vi,https://www.imdb.com/title/tt0119174/
The Little Mermaid,1989,Animation,G,1,23,7.6,https://www.imdb.com/title/tt0097757/mediaviewer/rm4171312896/?ref_=tt_ov_i,https://www.imdb.com/video/vi2118559513?playlistId=tt0097757&ref_=tt_ov_vi,https://www.imdb.com/title/tt0097757/
Kung Fu Panda,2008,Animation,PG,1,32,7.6,https://www.imdb.com/title/tt0441773/mediaviewer/rm3096332288/?ref_=tt_ov_i,https://www.imdb.com/video/vi330432793?playlistId=tt0441773&ref_=tt_ov_vi,https://www.imdb.com/title/tt0441773/
Wo hu cang long,2000,Action,PG-13,2,,7.9,https://www.imdb.com/title/tt0190332/mediaviewer/rm2202866688/?ref_=tt_ov_i,https://www.imdb.com/video/vi1046455321?playlistId=tt0190332&ref_=tt_ov_vi,https://www.imdb.com/title/tt0190332/
The Boy in the Striped Pyjamas,2008,Drama,PG-13,1,34,7.7,https://www.imdb.com/title/tt0914798/mediaviewer/rm2044105728/?ref_=tt_ov_i,https://www.imdb.com/video/vi751566873?playlistId=tt0914798&ref_=tt_ov_vi,https://www.imdb.com/title/tt0914798/
Saw,2004,Horror,R,1,43,7.6,https://www.imdb.com/title/tt0387564/mediaviewer/rm3014349056/?ref_=tt_ov_i,https://www.imdb.com/video/vi8957721?playlistId=tt0387564&ref_=tt_ov_vi,https://www.imdb.com/title/tt0387564/
Incendies,2010,Drama,R,2,11,8.3,https://www.imdb.com/title/tt1255953/mediaviewer/rm315002881/?ref_=tt_ov_i,https://www.imdb.com/video/vi722049561?playlistId=tt1255953&ref_=tt_ov_vi,https://www.imdb.com/title/tt1255953/
Captain Fantastic,2016,Comedy,R,1,58,7.8,https://www.imdb.com/title/tt3553976/mediaviewer/rm4189065728/?ref_=tt_ov_i,https://www.imdb.com/video/vi3819942937?playlistId=tt3553976&ref_=tt_ov_vi,https://www.imdb.com/title/tt3553976/
The Last of the Mohicans,1992,Action,R,1,52,7.7,https://www.imdb.com/title/tt0104691/mediaviewer/rm3303810048/?ref_=tt_ov_i,https://www.imdb.com/video/vi999228185?playlistId=tt0104691&ref_=tt_ov_vi,https://www.imdb.com/title/tt0104691/
Marriage Story,2019,Drama,R,2,17,7.9,https://www.imdb.com/title/tt7653254/mediaviewer/rm1922861057/?ref_=tt_ov_i,https://www.imdb.com/video/vi2650521369?playlistId=tt7653254&ref_=tt_ov_vi,https://www.imdb.com/title/tt7653254/
Indiana Jones and the Last Crusade,1989,Action,PG-13,2,7,8.2,https://www.imdb.com/title/tt0097576/mediaviewer/rm1776421376/?ref_=tt_ov_i,https://www.imdb.com/video/vi2007669529?playlistId=tt0097576&ref_=tt_ov_vi,https://www.imdb.com/title/tt0097576/
Dallas Buyers Club,2013,Biography,R,1,57,7.9,https://www.imdb.com/title/tt0790636/mediaviewer/rm3059801088/?ref_=tt_ov_i,https://www.imdb.com/video/vi2069674777?playlistId=tt0790636&ref_=tt_ov_vi,https://www.imdb.com/title/tt0790636/
The Count of Monte Cristo,2002,Action,PG-13,2,11,7.7,https://www.imdb.com/title/tt0245844/mediaviewer/rm3545959936/?ref_=tt_ov_i,https://www.imdb.com/video/vi5872665?playlistId=tt0245844&ref_=tt_ov_vi,https://www.imdb.com/title/tt0245844/
The Butterfly Effect,2004,Drama,R,1,53,7.6,https://www.imdb.com/title/tt0289879/mediaviewer/rm2918792704/?ref_=tt_ov_i,https://www.imdb.com/video/vi1771308569?playlistId=tt0289879&ref_=tt_ov_vi,https://www.imdb.com/title/tt0289879/
Crash,2004,Crime,R,1,52,7.8,https://www.imdb.com/title/tt0375679/mediaviewer/rm1349819648/?ref_=tt_ov_i,https://www.imdb.com/video/vi2898198809?playlistId=tt0375679&ref_=tt_ov_vi,https://www.imdb.com/title/tt0375679/
Dances with Wolves,1990,Adventure,PG-13,3,1,8.0,https://www.imdb.com/title/tt0099348/mediaviewer/rm404652032/?ref_=tt_ov_i,https://www.imdb.com/video/vi2341967897?playlistId=tt0099348&ref_=tt_ov_vi,https://www.imdb.com/title/tt0099348/
Das Leben der Anderen,2006,Drama,R,2,17,8.4,https://www.imdb.com/title/tt0405094/mediaviewer/rm2788630273/?ref_=tt_ov_i,https://www.imdb.com/title/tt0405094/,https://www.imdb.com/title/tt0405094/
All About Eve,1950,Drama,Passed,2,18,8.2,https://www.imdb.com/title/tt0042192/mediaviewer/rm3316236544/?ref_=tt_ov_i,https://www.imdb.com/video/vi2863989017?playlistId=tt0042192&ref_=tt_ov_vi,https://www.imdb.com/title/tt0042192/
A Star Is Born,2018,Drama,R,2,16,7.6,https://www.imdb.com/title/tt1517451/mediaviewer/rm605256704/?ref_=tt_ov_i,https://www.imdb.com/video/vi94288665?playlistId=tt1517451&ref_=tt_ov_vi,https://www.imdb.com/title/tt1517451/
My Cousin Vinny,1992,Comedy,R,2,,7.6,https://www.imdb.com/title/tt0104952/mediaviewer/rm1260442624/?ref_=tt_ov_i,https://www.imdb.com/video/vi2744844569?playlistId=tt0104952&ref_=tt_ov_vi,https://www.imdb.com/title/tt0104952/
Der Untergang,2004,Biography,R,2,36,8.2,https://www.imdb.com/title/tt0363163/mediaviewer/rm2017302528/?ref_=tt_ov_i,https://www.imdb.com/title/tt0363163/,https://www.imdb.com/title/tt0363163/
The Thin Red Line,1998,Drama,R,2,50,7.6,https://www.imdb.com/title/tt0120863/mediaviewer/rm2778014208/?ref_=tt_ov_i,https://www.imdb.com/video/vi1266944281?playlistId=tt0120863&ref_=tt_ov_vi,https://www.imdb.com/title/tt0120863/
In Bruges,2008,Comedy,R,1,47,7.9,https://www.imdb.com/title/tt0780536/mediaviewer/rm1751342336/?ref_=tt_ov_i,https://www.imdb.com/video/vi783417625?playlistId=tt0780536&ref_=tt_ov_vi,https://www.imdb.com/title/tt0780536/
The Lego Movie,2014,Animation,PG,1,40,7.7,https://www.imdb.com/title/tt1490017/mediaviewer/rm1316605952/?ref_=tt_ov_i,https://www.imdb.com/video/vi2178131993?playlistId=tt1490017&ref_=tt_ov_vi,https://www.imdb.com/title/tt1490017/
Taken,2008,Action,PG-13,1,30,7.8,https://www.imdb.com/title/tt0936501/mediaviewer/rm3195046400/?ref_=tt_ov_i,https://www.imdb.com/video/vi654818073?playlistId=tt0936501&ref_=tt_ov_vi,https://www.imdb.com/title/tt0936501/
Finding Neverland,2004,Biography,PG,1,46,7.7,https://www.imdb.com/title/tt0308644/mediaviewer/rm3235177473/?ref_=tt_ov_i,https://www.imdb.com/video/vi955227673?playlistId=tt0308644&ref_=tt_ov_vi,https://www.imdb.com/title/tt0308644/
Tangled,2010,Animation,PG,1,40,7.7,https://www.imdb.com/title/tt0398286/mediaviewer/rm798852608/?ref_=tt_ov_i,https://www.imdb.com/video/vi385091865?playlistId=tt0398286&ref_=tt_ov_vi,https://www.imdb.com/title/tt0398286/
3 Idiots,2009,Comedy,PG-13,2,50,8.4,https://www.imdb.com/title/tt1187043/mediaviewer/rm2029391104/?ref_=tt_ov_i,https://www.imdb.com/video/vi3086596889?playlistId=tt1187043&ref_=tt_ov_vi,https://www.imdb.com/title/tt1187043/
"Monsters, Inc.",2001,Animation,G,1,32,8.1,https://www.imdb.com/title/tt0198781/mediaviewer/rm2785401856/?ref_=tt_ov_i,https://www.imdb.com/video/vi518890521?playlistId=tt0198781&ref_=tt_ov_vi,https://www.imdb.com/title/tt0198781/
Singin' in the Rain,1952,Comedy,G,1,43,8.3,https://www.imdb.com/title/tt0045152/mediaviewer/rm866587904/?ref_=tt_ov_i,https://www.imdb.com/video/vi2086470681?playlistId=tt0045152&ref_=tt_ov_vi,https://www.imdb.com/title/tt0045152/
The Hobbit: The Desolation of Smaug,2013,Adventure,PG-13,2,41,7.8,https://www.imdb.com/title/tt1170358/mediaviewer/rm2431898112/?ref_=tt_ov_i,https://www.imdb.com/video/vi2165155865?playlistId=tt1170358&ref_=tt_ov_vi,https://www.imdb.com/title/tt1170358/
Spotlight,2015,Biography,R,2,9,8.1,https://www.imdb.com/title/tt1895587/mediaviewer/rm899739136/?ref_=tt_ov_i,https://www.imdb.com/video/vi4025725465?playlistId=tt1895587&ref_=tt_ov_vi,https://www.imdb.com/title/tt1895587/
Before Sunrise,1995,Drama,R,1,41,8.1,https://www.imdb.com/title/tt0112471/mediaviewer/rm318177792/?ref_=tt_ov_i,https://www.imdb.com/video/vi2797142297?playlistId=tt0112471&ref_=tt_ov_vi,https://www.imdb.com/title/tt0112471/
(500) Days of Summer,2009,Comedy,PG-13,1,35,7.7,https://www.imdb.com/title/tt1022603/mediaviewer/rm2350025728/?ref_=tt_ov_i,https://www.imdb.com/video/vi2234581785?playlistId=tt1022603&ref_=tt_ov_vi,https://www.imdb.com/title/tt1022603/
Up,2009,Animation,PG,1,36,8.3,https://www.imdb.com/title/tt1049413/mediaviewer/rm2582959360/?ref_=tt_ov_i,https://www.imdb.com/video/vi2557280793?playlistId=tt1049413&ref_=tt_ov_vi,https://www.imdb.com/title/tt1049413/
Manchester by the Sea,2016,Drama,R,2,17,7.8,https://www.imdb.com/title/tt4034228/mediaviewer/rm1295519232/?ref_=tt_ov_i,https://www.imdb.com/video/vi967947801?playlistId=tt4034228&ref_=tt_ov_vi,https://www.imdb.com/title/tt4034228/
Aladdin,1992,Animation,G,1,30,8.0,https://www.imdb.com/title/tt0103639/mediaviewer/rm4003269376/?ref_=tt_ov_i,https://www.imdb.com/video/vi677035801?playlistId=tt0103639&ref_=tt_ov_vi,https://www.imdb.com/title/tt0103639/
Captain America: The Winter Soldier,2014,Action,PG-13,2,16,7.8,https://www.imdb.com/title/tt1843866/mediaviewer/rm3643984384/?ref_=tt_ov_i,https://www.imdb.com/video/vi111127321?playlistId=tt1843866&ref_=tt_ov_vi,https://www.imdb.com/title/tt1843866/
Finding Nemo,2003,Animation,G,1,40,8.2,https://www.imdb.com/title/tt0266543/mediaviewer/rm3313243136/?ref_=tt_ov_i,https://www.imdb.com/video/vi2687214105?playlistId=tt0266543&ref_=tt_ov_vi,https://www.imdb.com/title/tt0266543/
The Godfather: Part III,1990,Crime,R,2,42,7.6,https://www.imdb.com/title/tt0099674/mediaviewer/rm3358318081/?ref_=tt_ov_i,https://www.imdb.com/video/vi1237827865?playlistId=tt0099674&ref_=tt_ov_vi,https://www.imdb.com/title/tt0099674/
Inside Man,2006,Crime,R,2,9,7.6,https://www.imdb.com/title/tt0454848/mediaviewer/rm4151512576/?ref_=tt_ov_i,https://www.imdb.com/video/vi495889689?playlistId=tt0454848&ref_=tt_ov_vi,https://www.imdb.com/title/tt0454848/
Rocky,1976,Drama,PG,2,,8.1,https://www.imdb.com/title/tt0075148/mediaviewer/rm3648381184/?ref_=tt_ov_i,https://www.imdb.com/video/vi1537524249?playlistId=tt0075148&ref_=tt_ov_vi,https://www.imdb.com/title/tt0075148/
Silver Linings Playbook,2012,Comedy,R,2,2,7.7,https://www.imdb.com/title/tt1045658/mediaviewer/rm2321852672/?ref_=tt_ov_i,https://www.imdb.com/video/vi673817625?playlistId=tt1045658&ref_=tt_ov_vi,https://www.imdb.com/title/tt1045658/
Paddington 2,2017,Adventure,PG,1,43,7.8,https://www.imdb.com/title/tt4468740/mediaviewer/rm2609143040/?ref_=tt_ov_i,https://www.imdb.com/video/vi3045242905?playlistId=tt4468740&ref_=tt_ov_vi,https://www.imdb.com/title/tt4468740/
Hot Fuzz,2007,Action,R,2,1,7.8,https://www.imdb.com/title/tt0425112/mediaviewer/rm2797811200/?ref_=tt_ov_i,https://www.imdb.com/video/vi1020176665?playlistId=tt0425112&ref_=tt_ov_vi,https://www.imdb.com/title/tt0425112/
The Thing,1982,Horror,R,1,49,8.2,https://www.imdb.com/title/tt0084787/mediaviewer/rm3443145728/?ref_=tt_ov_i,https://www.imdb.com/video/vi2298151193?playlistId=tt0084787&ref_=tt_ov_vi,https://www.imdb.com/title/tt0084787/
Room,2015,Drama,R,1,58,8.1,https://www.imdb.com/title/tt3170832/mediaviewer/rm639690752/?ref_=tt_ov_i,https://www.imdb.com/video/vi321566745?playlistId=tt3170832&ref_=tt_ov_vi,https://www.imdb.com/title/tt3170832/
The Last Samurai,2003,Action,R,2,34,7.8,https://www.imdb.com/title/tt0325710/mediaviewer/rm1319800064/?ref_=tt_ov_i,https://www.imdb.com/video/vi3381592345?playlistId=tt0325710&ref_=tt_ov_vi,https://www.imdb.com/title/tt0325710/
Midnight in Paris,2011,Comedy,PG-13,1,34,7.7,https://www.imdb.com/title/tt1605783/mediaviewer/rm2452601600/?ref_=tt_ov_i,https://www.imdb.com/video/vi853581081?playlistId=tt1605783&ref_=tt_ov_vi,https://www.imdb.com/title/tt1605783/
The Sound of Music,1965,Biography,G,2,52,8.1,https://www.imdb.com/title/tt0059742/mediaviewer/rm2878299392/?ref_=tt_ov_i,https://www.imdb.com/video/vi1567600153?playlistId=tt0059742&ref_=tt_ov_vi,https://www.imdb.com/title/tt0059742/
Incredibles 2,2018,Animation,PG,1,58,7.6,https://www.imdb.com/title/tt3606756/mediaviewer/rm985091584/?ref_=tt_ov_i,https://www.imdb.com/video/vi3210917913?playlistId=tt3606756&ref_=tt_ov_vi,https://www.imdb.com/title/tt3606756/
Coco,2017,Animation,PG,1,45,8.4,https://www.imdb.com/title/tt2380307/mediaviewer/rm585455872/?ref_=tt_ov_i,https://www.imdb.com/video/vi4249729305?playlistId=tt2380307&ref_=tt_ov_vi,https://www.imdb.com/title/tt2380307/
Big Fish,2003,Adventure,PG-13,2,5,8.0,https://www.imdb.com/title/tt0319061/mediaviewer/rm344332545/?ref_=tt_ov_i,https://www.imdb.com/video/vi1493149209?playlistId=tt0319061&ref_=tt_ov_vi,https://www.imdb.com/title/tt0319061/
Cast Away,2000,Adventure,PG-13,2,23,7.8,https://www.imdb.com/title/tt0162222/mediaviewer/rm381427456/?ref_=tt_ov_i,https://www.imdb.com/video/vi127449625?playlistId=tt0162222&ref_=tt_ov_vi,https://www.imdb.com/title/tt0162222/
Soul,2020,Animation,PG,1,40,8.0,https://www.imdb.com/title/tt2948372/mediaviewer/rm4113422337/?ref_=tt_ov_i,https://www.imdb.com/video/vi1257423129?playlistId=tt2948372&ref_=tt_ov_vi,https://www.imdb.com/title/tt2948372/
Edge of Tomorrow,2014,Action,PG-13,1,53,7.9,https://www.imdb.com/title/tt1631867/mediaviewer/rm1635373056/?ref_=tt_ov_i,https://www.imdb.com/video/vi3591679257?playlistId=tt1631867&ref_=tt_ov_vi,https://www.imdb.com/title/tt1631867/
Trainspotting,1996,Drama,R,1,33,8.1,https://www.imdb.com/title/tt0117951/mediaviewer/rm2834437120/?ref_=tt_ov_i,https://www.imdb.com/video/vi2148899865?playlistId=tt0117951&ref_=tt_ov_vi,https://www.imdb.com/title/tt0117951/
Gattaca,1997,Drama,PG-13,1,46,7.8,https://www.imdb.com/title/tt0119177/mediaviewer/rm2458065152/?ref_=tt_ov_i,https://www.imdb.com/video/vi2611282201?playlistId=tt0119177&ref_=tt_ov_vi,https://www.imdb.com/title/tt0119177/
