country_name,year,debt_to_gdp_ratio,growth_rate,population
Malta,2005,42.46%,0.55%,"444,033"
Malta,2000,42.46%,0.87%,"444,033"
Malta,1995,42.46%,0.81%,"444,033"
Honduras,1955,40.80%,2.75%,"10,221,247"
Burkina Faso,2018,42.47%,2.91%,"22,102,838"
Burkina Faso,2017,42.47%,2.93%,"22,102,838"
Burkina Faso,2015,42.47%,3.02%,"22,102,838"
Burkina Faso,2010,42.47%,3.06%,"22,102,838"
Burkina Faso,2005,42.47%,2.95%,"22,102,838"
Burkina Faso,2000,42.47%,2.84%,"22,102,838"
Burkina Faso,1995,42.47%,2.75%,"22,102,838"
Burkina Faso,1990,42.47%,2.66%,"22,102,838"
Burkina Faso,1985,42.47%,2.52%,"22,102,838"
Georgia,2022,45.05%,-0.20%,"3,968,738"
Georgia,2021,45.05%,-0.18%,"3,968,738"
Chad,2018,42.91%,3.07%,"17,413,580"
Chad,2017,42.91%,3.13%,"17,413,580"
Chad,2015,42.91%,3.38%,"17,413,580"
Chad,2010,42.91%,3.43%,"17,413,580"
Chad,2005,42.91%,3.86%,"17,413,580"
Chad,2000,42.91%,3.57%,"17,413,580"
Chad,1995,42.91%,3.29%,"17,413,580"
Chad,1990,42.91%,3.20%,"17,413,580"
Chad,1985,42.91%,2.45%,"17,413,580"
Madagascar,1960,41.02%,2.33%,"29,178,077"
Madagascar,1955,41.02%,2.16%,"29,178,077"
Guinea,2022,45.98%,2.82%,"13,865,691"
Guinea,2021,45.98%,2.83%,"13,865,691"
Guinea,2020,45.98%,2.83%,"13,865,691"
Uganda,2020,44.81%,3.32%,"48,432,863"
Uganda,2019,44.81%,3.60%,"48,432,863"
Uganda,2018,44.81%,3.79%,"48,432,863"
Uganda,2017,44.81%,3.83%,"48,432,863"
Uganda,2015,44.81%,3.34%,"48,432,863"
Uganda,2010,44.81%,3.21%,"48,432,863"
Uganda,2005,44.81%,3.20%,"48,432,863"
Eswatini,2000,41.11%,1.64%,"1,184,817"
Eswatini,1995,41.11%,2.42%,"1,184,817"
Eswatini,1990,41.11%,3.30%,"1,184,817"
Eswatini,1985,41.11%,3.53%,"1,184,817"
Eswatini,1980,41.11%,3.30%,"1,184,817"
Eswatini,1975,41.11%,2.99%,"1,184,817"
Eswatini,1970,41.11%,2.89%,"1,184,817"
Eswatini,1965,41.11%,2.13%,"1,184,817"
Thailand,1995,41.47%,1.01%,"70,078,203"
Thailand,1990,41.47%,1.68%,"70,078,203"
Thailand,1985,41.47%,1.89%,"70,078,203"
Thailand,1980,41.47%,2.28%,"70,078,203"
Thailand,1975,41.47%,2.79%,"70,078,203"
Thailand,1970,41.47%,3.00%,"70,078,203"
Thailand,1965,41.47%,3.04%,"70,078,203"
Australia,1965,41.10%,2.01%,"26,068,792"
Australia,1960,41.10%,2.25%,"26,068,792"
Australia,1955,41.10%,2.31%,"26,068,792"
Liberia,2022,46.66%,2.44%,"5,305,117"
Liberia,2021,46.66%,2.46%,"5,305,117"
Liberia,2020,46.66%,2.44%,"5,305,117"
Liberia,2019,46.66%,2.46%,"5,305,117"
Dominican Republic,1980,41.92%,2.44%,"11,056,370"
Dominican Republic,1975,41.92%,2.71%,"11,056,370"
Dominican Republic,1970,41.92%,3.02%,"11,056,370"
Dominican Republic,1965,41.92%,3.32%,"11,056,370"
Dominican Republic,1960,41.92%,3.44%,"11,056,370"
Dominican Republic,1955,41.92%,3.30%,"11,056,370"
Central African Republic,1995,42.25%,2.80%,"5,016,678"
Central African Republic,1990,42.25%,2.00%,"5,016,678"
Central African Republic,1985,42.25%,2.94%,"5,016,678"
Central African Republic,1980,42.25%,2.35%,"5,016,678"
Central African Republic,1975,42.25%,1.57%,"5,016,678"
Central African Republic,1970,42.25%,2.01%,"5,016,678"
Central African Republic,1965,42.25%,1.77%,"5,016,678"
Slovakia,2022,46.90%,0.04%,"5,460,193"
Malta,1990,42.46%,0.89%,"444,033"
Malta,1985,42.46%,0.88%,"444,033"
Malta,1980,42.46%,0.56%,"444,033"
Malta,1975,42.46%,0.11%,"444,033"
Malta,1970,42.46%,-0.11%,"444,033"
Malta,1965,42.46%,0.58%,"444,033"
Malta,1960,42.46%,-0.03%,"444,033"
Algeria,2022,46.92%,1.85%,"45,350,148"
Algeria,2021,46.92%,1.93%,"45,350,148"
Poland,2022,47.48%,-0.11%,"37,739,785"
Poland,2021,47.48%,-0.10%,"37,739,785"
Poland,2020,47.48%,-0.11%,"37,739,785"
Burkina Faso,1980,42.47%,2.08%,"22,102,838"
Burkina Faso,1975,42.47%,1.82%,"22,102,838"
Burkina Faso,1970,42.47%,1.68%,"22,102,838"
Burkina Faso,1965,42.47%,1.39%,"22,102,838"
Burkina Faso,1960,42.47%,1.34%,"22,102,838"
Burkina Faso,1955,42.47%,1.06%,"22,102,838"
Armenia,2022,47.95%,0.18%,"2,971,966"
Armenia,2021,47.95%,0.22%,"2,971,966"
Georgia,2020,45.05%,-0.19%,"3,968,738"
Georgia,2019,45.05%,-0.15%,"3,968,738"
Georgia,2018,45.05%,-0.14%,"3,968,738"
Georgia,2017,45.05%,-0.17%,"3,968,738"
Georgia,2015,45.05%,-0.37%,"3,968,738"
Georgia,2010,45.05%,-0.53%,"3,968,738"
Georgia,2005,45.05%,-0.71%,"3,968,738"
Chad,1980,42.91%,2.00%,"17,413,580"
Chad,1975,42.91%,2.33%,"17,413,580"
Chad,1970,42.91%,1.94%,"17,413,580"
Chad,1965,42.91%,1.97%,"17,413,580"
Chad,1960,42.91%,1.88%,"17,413,580"
Chad,1955,42.91%,1.80%,"17,413,580"
Colombia,2022,49.16%,1.04%,"51,512,762"
Colombia,2021,49.16%,1.25%,"51,512,762"
Colombia,2020,49.16%,1.08%,"51,512,762"
Guinea,2019,45.98%,2.88%,"13,865,691"
Guinea,2018,45.98%,2.87%,"13,865,691"
Guinea,2017,45.98%,2.80%,"13,865,691"
Guinea,2015,45.98%,2.32%,"13,865,691"
Guinea,2010,45.98%,2.27%,"13,865,691"
Guinea,2005,45.98%,2.02%,"13,865,691"
Uganda,2000,44.81%,2.99%,"48,432,863"
Uganda,1995,44.81%,3.30%,"48,432,863"
Uganda,1990,44.81%,3.57%,"48,432,863"
Uganda,1985,44.81%,3.19%,"48,432,863"
Uganda,1980,44.81%,2.99%,"48,432,863"
Uganda,1975,44.81%,2.68%,"48,432,863"
Uganda,1970,44.81%,3.33%,"48,432,863"
Uganda,1965,44.81%,3.37%,"48,432,863"
Eswatini,1960,41.11%,2.12%,"1,184,817"
Eswatini,1955,41.11%,2.11%,"1,184,817"
Thailand,1960,41.47%,2.93%,"70,078,203"
Thailand,1955,41.47%,2.74%,"70,078,203"
Liberia,2018,46.66%,2.48%,"5,305,117"
Liberia,2017,46.66%,2.52%,"5,305,117"
Liberia,2015,46.66%,2.82%,"5,305,117"
Liberia,2010,46.66%,3.87%,"5,305,117"
Liberia,2005,46.66%,2.47%,"5,305,117"
Liberia,2000,46.66%,6.86%,"5,305,117"
Liberia,1995,46.66%,-0.30%,"5,305,117"
Liberia,1990,46.66%,-0.66%,"5,305,117"
Central African Republic,1960,42.25%,1.39%,"5,016,678"
Central African Republic,1955,42.25%,1.10%,"5,016,678"
Slovakia,2021,46.90%,0.07%,"5,460,193"
Slovakia,2020,46.90%,0.05%,"5,460,193"
Slovakia,2019,46.90%,0.07%,"5,460,193"
Slovakia,2018,46.90%,0.09%,"5,460,193"
Slovakia,2017,46.90%,0.11%,"5,460,193"
Slovakia,2015,46.90%,0.12%,"5,460,193"
Slovakia,2010,46.90%,0.02%,"5,460,193"
Malta,1955,42.46%,0.10%,"444,033"
Algeria,2020,46.92%,1.85%,"45,350,148"
Algeria,2019,46.92%,1.95%,"45,350,148"
Algeria,2018,46.92%,2.03%,"45,350,148"
Algeria,2017,46.92%,2.07%,"45,350,148"
Algeria,2015,46.92%,2.00%,"45,350,148"
Algeria,2010,46.92%,1.65%,"45,350,148"
Algeria,2005,46.92%,1.32%,"45,350,148"
Poland,2019,47.48%,-0.09%,"37,739,785"
Poland,2018,47.48%,-0.08%,"37,739,785"
Poland,2017,47.48%,-0.10%,"37,739,785"
Poland,2015,47.48%,-0.15%,"37,739,785"
Poland,2010,47.48%,-0.02%,"37,739,785"
Poland,2005,47.48%,-0.10%,"37,739,785"
Poland,2000,47.48%,0.05%,"37,739,785"
Armenia,2020,47.95%,0.19%,"2,971,966"
Armenia,2019,47.95%,0.20%,"2,971,966"
Armenia,2018,47.95%,0.24%,"2,971,966"
Armenia,2017,47.95%,0.29%,"2,971,966"
Armenia,2015,47.95%,0.33%,"2,971,966"
Armenia,2010,47.95%,-0.71%,"2,971,966"
Armenia,2005,47.95%,-0.58%,"2,971,966"
Ecuador,2022,49.20%,1.54%,"18,113,361"
Ecuador,2021,49.20%,1.64%,"18,113,361"
Ecuador,2020,49.20%,1.55%,"18,113,361"
Georgia,2000,45.05%,-2.60%,"3,968,738"
Georgia,1995,45.05%,-1.66%,"3,968,738"
Georgia,1990,45.05%,0.75%,"3,968,738"
Georgia,1985,45.05%,0.76%,"3,968,738"
Georgia,1980,45.05%,0.58%,"3,968,738"
Georgia,1975,45.05%,0.67%,"3,968,738"
Georgia,1970,45.05%,1.52%,"3,968,738"
Samoa,2022,49.44%,0.69%,"202,239"
Samoa,2021,49.44%,0.57%,"202,239"
Colombia,2019,49.16%,1.37%,"51,512,762"
Colombia,2018,49.16%,1.54%,"51,512,762"
Colombia,2017,49.16%,1.52%,"51,512,762"
Colombia,2015,49.16%,1.00%,"51,512,762"
Colombia,2010,49.16%,1.18%,"51,512,762"
Colombia,2005,49.16%,1.48%,"51,512,762"
Guinea,2000,45.98%,2.54%,"13,865,691"
Guinea,1995,45.98%,2.73%,"13,865,691"
Guinea,1990,45.98%,3.03%,"13,865,691"
Guinea,1985,45.98%,2.35%,"13,865,691"
Guinea,1980,45.98%,1.64%,"13,865,691"
Guinea,1975,45.98%,1.57%,"13,865,691"
Guinea,1970,45.98%,1.79%,"13,865,691"
Guinea,1965,45.98%,1.70%,"13,865,691"
Uganda,1960,44.81%,2.82%,"48,432,863"
Uganda,1955,44.81%,2.69%,"48,432,863"
Liberia,1985,46.66%,2.98%,"5,305,117"
Liberia,1980,46.66%,2.97%,"5,305,117"
Liberia,1975,46.66%,2.70%,"5,305,117"
Liberia,1970,46.66%,2.38%,"5,305,117"
Liberia,1965,46.66%,2.17%,"5,305,117"
Liberia,1960,46.66%,2.04%,"5,305,117"
Liberia,1955,46.66%,1.69%,"5,305,117"
Tajikistan,2022,49.46%,2.32%,"9,957,464"
Tajikistan,2021,49.46%,2.39%,"9,957,464"
Tajikistan,2020,49.46%,2.32%,"9,957,464"
Tajikistan,2019,49.46%,2.42%,"9,957,464"
Tajikistan,2018,49.46%,2.48%,"9,957,464"
Trinidad And Tobago,2022,49.75%,0.32%,"1,406,585"
Trinidad And Tobago,2021,49.75%,0.37%,"1,406,585"
Trinidad And Tobago,2020,49.75%,0.32%,"1,406,585"
Slovakia,2005,46.90%,-0.00%,"5,460,193"
Slovakia,2000,46.90%,0.09%,"5,460,193"
Slovakia,1995,46.90%,0.33%,"5,460,193"
Slovakia,1990,46.90%,0.47%,"5,460,193"
Slovakia,1985,46.90%,0.67%,"5,460,193"
Slovakia,1980,46.90%,1.01%,"5,460,193"
Rwanda,2022,50.00%,2.57%,"13,600,464"
Rwanda,2021,50.00%,2.61%,"13,600,464"
Rwanda,2020,50.00%,2.58%,"13,600,464"
Algeria,2000,46.92%,1.54%,"45,350,148"
Algeria,1995,46.92%,2.23%,"45,350,148"
Algeria,1990,46.92%,2.80%,"45,350,148"
Algeria,1985,46.92%,3.14%,"45,350,148"
Algeria,1980,46.92%,2.97%,"45,350,148"
Algeria,1975,46.92%,2.80%,"45,350,148"
Fiji,2022,50.22%,0.72%,"909,466"
Fiji,2021,50.22%,0.69%,"909,466"
Poland,1995,47.48%,0.26%,"37,739,785"
Poland,1990,47.48%,0.44%,"37,739,785"
Poland,1985,47.48%,0.88%,"37,739,785"
Poland,1980,47.48%,0.91%,"37,739,785"
Poland,1975,47.48%,0.80%,"37,739,785"
Poland,1970,47.48%,0.80%,"37,739,785"
Iraq,2022,50.25%,2.34%,"42,164,965"
Iraq,2021,50.25%,2.38%,"42,164,965"
Armenia,2000,47.95%,-0.94%,"2,971,966"
Armenia,1995,47.95%,-1.88%,"2,971,966"
Armenia,1990,47.95%,1.18%,"2,971,966"
Armenia,1985,47.95%,1.48%,"2,971,966"
Armenia,1980,47.95%,1.82%,"2,971,966"
Armenia,1975,47.95%,2.33%,"2,971,966"
Armenia,1970,47.95%,2.69%,"2,971,966"
Armenia,1965,47.95%,3.36%,"2,971,966"
Ecuador,2019,49.20%,1.69%,"18,113,361"
Ecuador,2018,49.20%,1.78%,"18,113,361"
Ecuador,2017,49.20%,1.78%,"18,113,361"
Ecuador,2015,49.20%,1.55%,"18,113,361"
Ecuador,2010,49.20%,1.66%,"18,113,361"
Ecuador,2005,49.20%,1.74%,"18,113,361"
Ecuador,2000,49.20%,2.05%,"18,113,361"
Ecuador,1995,49.20%,2.29%,"18,113,361"
Ecuador,1990,49.20%,2.45%,"18,113,361"
Ivory Coast,2022,50.92%,2.57%,"27,742,298"
Ivory Coast,2021,50.92%,2.58%,"27,742,298"
Ivory Coast,2020,50.92%,2.57%,"27,742,298"
Ivory Coast,2019,50.92%,2.58%,"27,742,298"
Georgia,1965,45.05%,1.75%,"3,968,738"
Georgia,1960,45.05%,1.54%,"3,968,738"
Georgia,1955,45.05%,1.03%,"3,968,738"
Samoa,2020,49.44%,0.67%,"202,239"
Samoa,2019,49.44%,0.49%,"202,239"
Samoa,2018,49.44%,0.40%,"202,239"
Samoa,2017,49.44%,0.42%,"202,239"
Samoa,2015,49.44%,0.80%,"202,239"
Samoa,2010,49.44%,0.68%,"202,239"
Colombia,2000,49.16%,1.70%,"51,512,762"
Colombia,1995,49.16%,1.93%,"51,512,762"
Colombia,1990,49.16%,2.02%,"51,512,762"
Colombia,1985,49.16%,2.17%,"51,512,762"
Colombia,1980,49.16%,2.25%,"51,512,762"
Colombia,1975,49.16%,2.30%,"51,512,762"
Colombia,1970,49.16%,2.78%,"51,512,762"
Guinea,1960,45.98%,1.59%,"13,865,691"
Guinea,1955,45.98%,1.40%,"13,865,691"
Tajikistan,2017,49.46%,2.50%,"9,957,464"
Tajikistan,2015,49.46%,2.35%,"9,957,464"
Tajikistan,2010,49.46%,2.08%,"9,957,464"
Tajikistan,2005,49.46%,1.78%,"9,957,464"
Tajikistan,2000,49.46%,1.52%,"9,957,464"
Tajikistan,1995,49.46%,1.76%,"9,957,464"
Tajikistan,1990,49.46%,3.09%,"9,957,464"
Tajikistan,1985,49.46%,3.05%,"9,957,464"
Tajikistan,1980,49.46%,2.87%,"9,957,464"
Trinidad And Tobago,2019,49.75%,0.37%,"1,406,585"
Trinidad And Tobago,2018,49.75%,0.42%,"1,406,585"
Trinidad And Tobago,2017,49.75%,0.47%,"1,406,585"
Trinidad And Tobago,2015,49.75%,0.63%,"1,406,585"
Trinidad And Tobago,2010,49.75%,0.48%,"1,406,585"
Trinidad And Tobago,2005,49.75%,0.46%,"1,406,585"
Trinidad And Tobago,2000,49.75%,0.21%,"1,406,585"
Trinidad And Tobago,1995,49.75%,0.54%,"1,406,585"
Trinidad And Tobago,1990,49.75%,0.85%,"1,406,585"
Slovakia,1975,46.90%,0.92%,"5,460,193"
Slovakia,1970,46.90%,0.70%,"5,460,193"
Slovakia,1965,46.90%,1.15%,"5,460,193"
Slovakia,1960,46.90%,1.65%,"5,460,193"
Slovakia,1955,46.90%,2.11%,"5,460,193"
Rwanda,2019,50.00%,2.64%,"13,600,464"
Rwanda,2018,50.00%,2.68%,"13,600,464"
Rwanda,2017,50.00%,2.67%,"13,600,464"
Rwanda,2015,50.00%,2.52%,"13,600,464"
Rwanda,2010,50.00%,2.58%,"13,600,464"
Rwanda,2005,50.00%,2.19%,"13,600,464"
Rwanda,2000,50.00%,6.33%,"13,600,464"
Algeria,1970,46.92%,2.88%,"45,350,148"
Algeria,1965,46.92%,2.56%,"45,350,148"
Algeria,1960,46.92%,2.50%,"45,350,148"
Algeria,1955,46.92%,1.96%,"45,350,148"
Fiji,2020,50.22%,0.73%,"909,466"
Fiji,2019,50.22%,0.73%,"909,466"
Fiji,2018,50.22%,0.69%,"909,466"
Fiji,2017,50.22%,0.58%,"909,466"
Fiji,2015,50.22%,0.20%,"909,466"
Fiji,2010,50.22%,0.91%,"909,466"
Fiji,2005,50.22%,0.26%,"909,466"
Fiji,2000,50.22%,0.90%,"909,466"
Poland,1965,47.48%,1.15%,"37,739,785"
Poland,1960,47.48%,1.66%,"37,739,785"
Poland,1955,47.48%,1.90%,"37,739,785"
Iraq,2020,50.25%,2.32%,"42,164,965"
Iraq,2019,50.25%,2.28%,"42,164,965"
Iraq,2018,50.25%,2.35%,"42,164,965"
Iraq,2017,50.25%,2.57%,"42,164,965"
Iraq,2015,50.25%,3.65%,"42,164,965"
Iraq,2010,50.25%,2.01%,"42,164,965"
Iraq,2005,50.25%,2.76%,"42,164,965"
Serbia,2022,50.95%,-0.40%,"8,653,016"
Serbia,2021,50.95%,-0.36%,"8,653,016"
Armenia,1960,47.95%,3.69%,"2,971,966"
Armenia,1955,47.95%,2.93%,"2,971,966"
Belarus,2022,51.08%,-0.04%,"9,432,800"
Belarus,2021,51.08%,-0.01%,"9,432,800"
Belarus,2020,51.08%,-0.03%,"9,432,800"
Ecuador,1985,49.20%,2.56%,"18,113,361"
Ecuador,1980,49.20%,2.70%,"18,113,361"
Ecuador,1975,49.20%,2.88%,"18,113,361"
Ecuador,1970,49.20%,2.97%,"18,113,361"
Ecuador,1965,49.20%,2.91%,"18,113,361"
Ecuador,1960,49.20%,2.81%,"18,113,361"
Ecuador,1955,49.20%,2.66%,"18,113,361"
Ivory Coast,2018,50.92%,2.58%,"27,742,298"
Ivory Coast,2017,50.92%,2.58%,"27,742,298"
Ivory Coast,2015,50.92%,2.50%,"27,742,298"
Ivory Coast,2010,50.92%,2.27%,"27,742,298"
Ivory Coast,2005,50.92%,2.21%,"27,742,298"
Samoa,2005,49.44%,0.60%,"202,239"
Samoa,2000,49.44%,0.51%,"202,239"
Samoa,1995,49.44%,0.88%,"202,239"
Samoa,1990,49.44%,0.35%,"202,239"
Samoa,1985,49.44%,0.57%,"202,239"
Samoa,1980,49.44%,0.55%,"202,239"
Samoa,1975,49.44%,1.12%,"202,239"
Colombia,1965,49.16%,3.12%,"51,512,762"
Colombia,1960,49.16%,3.11%,"51,512,762"
Colombia,1955,49.16%,2.83%,"51,512,762"
Namibia,2022,51.60%,1.85%,"2,633,874"
Namibia,2021,51.60%,1.87%,"2,633,874"
Namibia,2020,51.60%,1.86%,"2,633,874"
Namibia,2019,51.60%,1.89%,"2,633,874"
Tajikistan,1975,49.46%,2.96%,"9,957,464"
Tajikistan,1970,49.46%,3.33%,"9,957,464"
Tajikistan,1965,49.46%,3.58%,"9,957,464"
Tajikistan,1960,49.46%,3.07%,"9,957,464"
Tajikistan,1955,49.46%,3.22%,"9,957,464"
Trinidad And Tobago,1985,49.75%,1.53%,"1,406,585"
Trinidad And Tobago,1980,49.75%,1.42%,"1,406,585"
Trinidad And Tobago,1975,49.75%,1.35%,"1,406,585"
Trinidad And Tobago,1970,49.75%,0.73%,"1,406,585"
Trinidad And Tobago,1965,49.75%,1.46%,"1,406,585"
Trinidad And Tobago,1960,49.75%,2.77%,"1,406,585"
Trinidad And Tobago,1955,49.75%,2.76%,"1,406,585"
Netherlands,2022,52.04%,0.22%,"17,211,447"
Rwanda,1995,50.00%,-4.35%,"13,600,464"
Rwanda,1990,50.00%,3.47%,"13,600,464"
Rwanda,1985,50.00%,3.59%,"13,600,464"
Rwanda,1980,50.00%,3.38%,"13,600,464"
Rwanda,1975,50.00%,3.04%,"13,600,464"
Rwanda,1970,50.00%,3.04%,"13,600,464"
Rwanda,1965,50.00%,1.97%,"13,600,464"
Vanuatu,2022,52.18%,2.42%,"321,832"
Vanuatu,2021,52.18%,2.47%,"321,832"
Qatar,2022,52.74%,1.81%,"2,979,915"
Qatar,2021,52.74%,2.00%,"2,979,915"
Qatar,2020,52.74%,1.73%,"2,979,915"
Fiji,1995,50.22%,1.25%,"909,466"
Fiji,1990,50.22%,0.47%,"909,466"
Fiji,1985,50.22%,2.30%,"909,466"
Fiji,1980,50.22%,1.96%,"909,466"
Fiji,1975,50.22%,2.07%,"909,466"
Fiji,1970,50.22%,2.33%,"909,466"
Fiji,1965,50.22%,3.35%,"909,466"
Benin,2022,54.00%,2.73%,"12,784,726"
Benin,2021,54.00%,2.75%,"12,784,726"
Benin,2020,54.00%,2.73%,"12,784,726"
Iraq,2000,50.25%,3.12%,"42,164,965"
Iraq,1995,50.25%,2.96%,"42,164,965"
Iraq,1990,50.25%,2.29%,"42,164,965"
Iraq,1985,50.25%,2.64%,"42,164,965"
Iraq,1980,50.25%,3.16%,"42,164,965"
Iraq,1975,50.25%,3.33%,"42,164,965"
Iraq,1970,50.25%,3.44%,"42,164,965"
Iraq,1965,50.25%,2.82%,"42,164,965"
Serbia,2020,50.95%,-0.40%,"8,653,016"
Serbia,2019,50.95%,-0.35%,"8,653,016"
Serbia,2018,50.95%,-0.30%,"8,653,016"
Serbia,2017,50.95%,-0.27%,"8,653,016"
Serbia,2015,50.95%,-0.26%,"8,653,016"
Serbia,2010,50.95%,-0.45%,"8,653,016"
Serbia,2005,50.95%,-0.63%,"8,653,016"
Serbia,2000,50.95%,-0.82%,"8,653,016"
Serbia,1995,50.95%,0.76%,"8,653,016"
Mexico,2022,54.11%,1.06%,"131,562,772"
Mexico,2021,54.11%,1.10%,"131,562,772"
Belarus,2019,51.08%,-0.00%,"9,432,800"
Belarus,2018,51.08%,0.03%,"9,432,800"
Belarus,2017,51.08%,0.05%,"9,432,800"
Belarus,2015,51.08%,0.04%,"9,432,800"
Belarus,2010,51.08%,-0.30%,"9,432,800"
Belarus,2005,51.08%,-0.64%,"9,432,800"
Belarus,2000,51.08%,-0.41%,"9,432,800"
Belarus,1995,51.08%,-0.14%,"9,432,800"
Ivory Coast,2000,50.92%,2.99%,"27,742,298"
Ivory Coast,1995,50.92%,3.55%,"27,742,298"
Ivory Coast,1990,50.92%,3.75%,"27,742,298"
Ivory Coast,1985,50.92%,4.30%,"27,742,298"
Ivory Coast,1980,50.92%,4.61%,"27,742,298"
Ivory Coast,1975,50.92%,4.68%,"27,742,298"
Ivory Coast,1970,50.92%,3.84%,"27,742,298"
Ivory Coast,1965,50.92%,3.82%,"27,742,298"
Samoa,1970,49.44%,2.41%,"202,239"
Samoa,1965,49.44%,3.18%,"202,239"
Samoa,1960,49.44%,2.90%,"202,239"
Samoa,1955,49.44%,2.78%,"202,239"
Namibia,2018,51.60%,1.90%,"2,633,874"
Namibia,2017,51.60%,1.89%,"2,633,874"
Namibia,2015,51.60%,1.79%,"2,633,874"
Namibia,2010,51.60%,1.80%,"2,633,874"
Namibia,2005,51.60%,1.55%,"2,633,874"
Namibia,2000,51.60%,1.97%,"2,633,874"
Namibia,1995,51.60%,2.58%,"2,633,874"
Namibia,1990,51.60%,3.64%,"2,633,874"
Netherlands,2021,52.04%,0.22%,"17,211,447"
Netherlands,2020,52.04%,0.22%,"17,211,447"
Netherlands,2019,52.04%,0.22%,"17,211,447"
Netherlands,2018,52.04%,0.22%,"17,211,447"
Netherlands,2017,52.04%,0.24%,"17,211,447"
Netherlands,2015,52.04%,0.30%,"17,211,447"
Rwanda,1960,50.00%,3.04%,"13,600,464"
Rwanda,1955,50.00%,2.94%,"13,600,464"
Vanuatu,2020,52.18%,2.42%,"321,832"
Vanuatu,2019,52.18%,2.46%,"321,832"
Vanuatu,2018,52.18%,2.51%,"321,832"
Vanuatu,2017,52.18%,2.58%,"321,832"
Vanuatu,2015,52.18%,2.80%,"321,832"
Vanuatu,2010,52.18%,2.45%,"321,832"
Vanuatu,2005,52.18%,2.50%,"321,832"
Vanuatu,2000,52.18%,1.92%,"321,832"
Qatar,2019,52.74%,1.81%,"2,979,915"
Qatar,2018,52.74%,2.09%,"2,979,915"
Qatar,2017,52.74%,2.65%,"2,979,915"
Qatar,2015,52.74%,6.69%,"2,979,915"
Qatar,2010,52.74%,16.49%,"2,979,915"
Qatar,2005,52.74%,7.87%,"2,979,915"
Qatar,2000,52.74%,2.90%,"2,979,915"
Fiji,1960,50.22%,3.26%,"909,466"
Fiji,1955,50.22%,3.00%,"909,466"
Seychelles,2022,54.49%,0.62%,"99,426"
Seychelles,2021,54.49%,0.66%,"99,426"
Seychelles,2020,54.49%,0.62%,"99,426"
Seychelles,2019,54.49%,0.66%,"99,426"
Benin,2019,54.00%,2.75%,"12,784,726"
Benin,2018,54.00%,2.77%,"12,784,726"
Benin,2017,54.00%,2.79%,"12,784,726"
Benin,2015,54.00%,2.83%,"12,784,726"
Benin,2010,54.00%,2.88%,"12,784,726"
Benin,2005,54.00%,3.06%,"12,784,726"
Benin,2000,54.00%,3.06%,"12,784,726"
Iraq,1960,50.25%,2.31%,"42,164,965"
Iraq,1955,50.25%,2.60%,"42,164,965"
Yemen,2022,54.51%,2.28%,"31,154,867"
Yemen,2021,54.51%,2.33%,"31,154,867"
Serbia,1990,50.95%,0.56%,"8,653,016"
Serbia,1985,50.95%,0.76%,"8,653,016"
Serbia,1980,50.95%,0.95%,"8,653,016"
Serbia,1975,50.95%,0.91%,"8,653,016"
Serbia,1970,50.95%,0.72%,"8,653,016"
Serbia,1965,50.95%,0.73%,"8,653,016"
Serbia,1960,50.95%,0.87%,"8,653,016"
Mexico,2020,54.11%,1.06%,"131,562,772"
Mexico,2019,54.11%,1.10%,"131,562,772"
Mexico,2018,54.11%,1.13%,"131,562,772"
Mexico,2017,54.11%,1.17%,"131,562,772"
Mexico,2015,54.11%,1.33%,"131,562,772"
Mexico,2010,54.11%,1.48%,"131,562,772"
Belarus,1990,51.08%,0.50%,"9,432,800"
Belarus,1985,51.08%,0.68%,"9,432,800"
Belarus,1980,51.08%,0.68%,"9,432,800"
Belarus,1975,51.08%,0.75%,"9,432,800"
Belarus,1970,51.08%,0.94%,"9,432,800"
Ivory Coast,1960,50.92%,3.12%,"27,742,298"
Ivory Coast,1955,50.92%,2.70%,"27,742,298"
Guinea Bissau,2022,54.92%,2.45%,"2,063,367"
Guinea Bissau,2021,54.92%,2.49%,"2,063,367"
Guinea Bissau,2020,54.92%,2.45%,"2,063,367"
Namibia,1985,51.60%,2.52%,"2,633,874"
Namibia,1980,51.60%,2.22%,"2,633,874"
Namibia,1975,51.60%,3.00%,"2,633,874"
Namibia,1970,51.60%,2.67%,"2,633,874"
Namibia,1965,51.60%,2.48%,"2,633,874"
Namibia,1960,51.60%,2.23%,"2,633,874"
Namibia,1955,51.60%,2.00%,"2,633,874"
China,2022,55.36%,0.38%,"1,448,471,400"
China,2021,55.36%,0.42%,"1,448,471,400"
China,2020,55.36%,0.39%,"1,448,471,400"
Kenya,2022,55.50%,2.28%,"56,215,221"
Kenya,2021,55.50%,2.31%,"56,215,221"
Kenya,2020,55.50%,2.28%,"56,215,221"
Netherlands,2010,52.04%,0.38%,"17,211,447"
Netherlands,2005,52.04%,0.55%,"17,211,447"
Netherlands,2000,52.04%,0.59%,"17,211,447"
Netherlands,1995,52.04%,0.66%,"17,211,447"
Netherlands,1990,52.04%,0.61%,"17,211,447"
Netherlands,1985,52.04%,0.51%,"17,211,447"
Niger,2022,55.60%,3.84%,"26,083,660"
Niger,2021,55.60%,3.87%,"26,083,660"
Niger,2020,55.60%,3.84%,"26,083,660"
Vanuatu,1995,52.18%,2.79%,"321,832"
Vanuatu,1990,52.18%,2.43%,"321,832"
Vanuatu,1985,52.18%,2.37%,"321,832"
